job_title,job_category,client_name,fee,description
【React.js】教育系Webアプリケーションのフロントエンド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"700,000円 ~/ 月 週4日･5日",4月にリリース予定の教育Webアプリケーションの開発業務に携わっていただけるフロントエンドエンジニアの方を募集いたします。
【PHP】自社プロダクトの動産取引アプリにおけるサーバーサイド開発,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~600,000円 / 月 週3日･4日",【案件内容】モバイルアプリの開発において、技術選定から設計・開発・運用までをリードいただきますので、大きな裁量を持って様々なことにチャレンジできます。仕様調整、アプリ設計、API設計（サーバサイドエンジニアと協業）iOS/Androidアプリの開発、リリースなどを行っていきます。
【Ruby】国内最大級の入退室管理システムにおけるバックエンドエンジニア,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~900,000円 / 月 週4日･5日",【案件概要】システムを支えるAPIプラットフォームの拡充、新サービス開発、他社サービスとのアライアンスによる開発などのプロジェクトにおいて、開発・運用を行なっていただきます。具体的には・基盤となるAPIの開発・運用・既存システムをコントロールするシステム開発・運用・既存サービスと連携する新サービスの開発・システム改善（リファクタリング、パフォーマンス改善）...
【Kotlin】国内最大級の入退室管理システムにおけるAndroid開発エンジニア,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~900,000円 / 月 週4日･5日",【案件概要】Androidエンジニアの方には、プラットフォームの上で、新サービス開発、他社サービスとのアライアンスによる開発などのプロジェクトにおいて、開発・設計・運用全般を担当していただきます。具体的には・アプリの設計・実装・検証・運用・他社サービスとの連携機能開発・プラットフォームを利用した新規アプリの開発・システム改善（リファクタリング、パフォーマン...
【PHP】国際物流デジタルプラットフォームの開発業務,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~600,000円 / 月 週1日･2日･3日･4日･5日",【案件概要】自社サービスの開発および保守メンテナンス業務をご担当いただくサーバーサイドのエンジニアを募集しております。想定言語サーバー：PHP，Laravelフロント：HTML，CSS，Javascriptデータベース：MySQL業務イメージ・プロダクトへの追加機能考案・プロダクト追加機能の要件定義・設計・プロダクトへの追加実装・保守運用・We...
【PHP】自社プロダクトである国際物流デジタルプラットフォームのサーバーサイド開発,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~600,000円 / 月 週1日･2日･3日･4日･5日",【案件概要】自社サービスの開発および保守メンテナンス業務をご担当いただくフロントエンドのエンジニアを募集しております。想定言語：サーバー　　　PHP，Laravel　　　　　フロント　　　HTML，CSS，Javascript　　　　　データベース　MySQL業務イメージ：・プロダクトへの追加機能考案　　　　　　　・プロダクト追加機能の要件定義・設計　...
【AWS】自社プロダクトである国際物流デジタルプラットフォームのインフラエンジニア,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~600,000円 / 月 週1日･2日･3日･4日･5日",【案件概要】AWSを用いて自社サービスのインフラ構築や運用をご担当いただくインフラエンジニアを募集しております。想定言語：サーバー　　　PHP，Laravel　　　　　フロント　　　HTML，CSS，Javascript　　　　　データベース　MySQL業務イメージ：・プロダクトへの追加機能考案　　　　　　　・プロダクト追加機能の要件定義・設計　　　　...
【注目】【Java】物販管理の再構築に伴う開発業務,携帯アプリ・モバイル開発,Lancers Agent,"550,000円 ~600,000円 / 月 週5日",◇物販管理システム再構築に伴う詳細設計～結合テスト　弊社認社員と共に作業していただきます。・Spring MVC経験あれば尚可
美容商材単品通販のLP制作,ランディングページ（LP）制作,umeumeumeume,"50,000円~100,000円 / 固定",■ 依頼の目的・背景美容商材の単品通販LPを制作していただける方を募集しております。LPの原稿等はございますので、その通りにデザインをしていただけましたら幸いです。よろしくお願いします！■ ターゲット像・10代・20代・30代・40代・50代・女性・その他■ ページ数1ページ■ スマホ対応の有無スマートフォン用のサイトのみ■ 参考URL...
【定番】【C#】オフショア開発のリードエンジニア業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週3日･4日･5日",製造／プラント／建設業界で使用されるBIMのプラグインソフトウェアの設計・開発において、10名以下規模のエンジニアチームのマネジメントを行っていただきます。【具体的な仕事内容】■チームマネジメント（進捗管理、スケジュール管理、メンバー管理など）■コーディング（アルゴリズムコードの整理など）■ユースケースの作成■テスト作成、実行■ドキュメント作成
【定番】【Unity】3Dスキャン・デジタルツインアプリケーションの開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週3日･4日･5日",3D スキャンをもとにした情報管理 (デジタルツイン) アプリケーションの開発にご協力いただけるソフトウェアエンジニアを募集しています。 現在10名以下のメンバーで開発を進めており、Unity エンジニアとして、デジタルツインアプリケーションの要である 3D 表現やデータ管理ロジックの開発で力を発揮いただくことを期待しています。
【定番】【React】3Dスキャン・デジタルツインアプリケーションの開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週3日･4日･5日",3Dスキャンをもとにした情報管理 (デジタルツイン) アプリケーションの開発にご協力いただけるソフトウェアエンジニアを募集しています。 現在10名以下のメンバーで開発を進めており、React エンジニアとして、デジタルツインアプリケーションの情報の検索、表示、編集といったデータ表現の部分でお力を発揮していただけることを期待しています。
【定番】[React]フロントエンドエンジニア,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週5日",【PJ概要】本プロダクトにより薬局経営のオーナーや現場薬剤師に対して、薬歴業務・収益・患者関係性の項目を可視化することで、薬局経営の日々の業務改善の意思決定をサポートするサービスとなります。
"【注目】【TypeScript,Vue.js】運用自動化ソフトウェアフロントエンドにおける開発業務",ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週4日･5日",【案件の魅力】・運用自動化の領域トップを走っている会社に携われる・指示された仕事に従うのではなく、各々が責任者として業務に取り組める【案件概要】・フロントはVue.jsをベースに作成されたテンプレートをカスタマイズ・ラフな画面イメージを実装していく。技術に関して一人称で解決できるタイプ。役割：PG・SEフェーズ：詳細設計・実装・テストリモート：相談可能
【定番】【フロントエンド】コーポレートサイトのフロント画面開発案件,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~550,000円 / 月 週4日･5日",-「多言語広告制作のパイオニア」として業界でも認知度の高い会社です。同社は印刷会社の子会社として設立されました。英語を中心とした「多言語」に対応した制作を武器に展開してきた制作会社で、現在も紙のグラフィックデザインとウェブのクリエイティブを中心に幅広く展開しています。<募集背景> 現在対応をしているフロントエンジニアが退縮することとなり、後任のエンジニアを探しております。...
【注目】【Typescript】自社サービスにおけるAIカフェロボットの開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~650,000円 / 月 週3日･4日･5日",【企業紹介】私たちのサービスはto C/B to B to C/to Bの3つの事業があり、それぞれが互いに有機的に結びついています。単なるテクノロジーの提供ではなく、それぞれの事業で得た各業界の慣習や生活者の実態への理解をもとに、様々なイノベーションを起こしています。【案件概要】自社サービスで展開をしているAIカフェロボットの開発を進めていただきます。
【注目】【即日採用！】PHP・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】Python・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】Ruby・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】Java・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】C#・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】Go・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】Node.js・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】React・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【即日採用！】TypeScript・リニューアルプロジェクトにおける新規開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",【会社概要】保険関連サービスを自社開発し運営を行っている企業でございます。またWEBマーケティングの観点にも注力しており、ユーザーの最適な保険選びの為により良いサービスを展開し質を追求しております。これから成長フェーズに入るためスキルアップをしていきたいエンジニアの方には最適な環境であると言えます。求めるレベルも複数ポジションがあるので、興味がありましたらまずは面談でお話...
【注目】【サーバーサイド】自社サービスにおけるAIカフェロボットの開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~650,000円 / 月 週3日･4日･5日",【企業紹介】私たちのサービスはto C/B to B to C/to Bの3つの事業があり、それぞれが互いに有機的に結びついています。単なるテクノロジーの提供ではなく、それぞれの事業で得た各業界の慣習や生活者の実態への理解をもとに、様々なイノベーションを起こしています。【案件概要】自社サービスで展開をしているAIカフェロボットの開発を進めていただきます。
【React】中高生向けプログラミング教材のフロントエンド開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~1,000,000円 / 月 週3日･4日･5日",プログラミング教育を中心にサービスを展開するEdTechのベンチャー企業です。▽仕事内容既存、新規事業のフロントエンド開発（React）▽こんな方と働きたい！・問題を自ら発見し、課題解決を率先してできる方・事業の成長を意識して、俯瞰した問題提起ができる方・柔軟な思考を持ち、不得意な領域にもチャレンジした事がある方
【マーケター】最先端AIを活用した音声合成ソフトウェアにおけるWEBマーケティング業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週3日･4日･5日",【業務概要】最先端AIを活用した音声合成ソフトウェアの成長を急加速させるべく、 デジタルマーケティング、オフラインマーケティングを活用してリード獲得・エンゲージメントを高めていく業務を担っていただきます【業務内容】・マーケティングコミュニケーション戦略の企画と実行のマネジメント・リード獲得のトラッキング・コンテンツ企画、制作、編集、実行、分析（ウェブサイト、SNS、メ...
【注目】【急募！】PHP・飲食業界のデジタル化を支援するサーバーサイドエンジニア,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】Python・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】Ruby・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】Java・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】Go・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】C#・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】Node.js・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】TypeScript・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【注目】【急募！】React・飲食業界のデジタル化を支援するエンジニアを大募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",自社サービスとして飲食店のメニュー・注文・決済を電子化するサービスを展開しております。今回はシリーズ化してる自社サービスのサーバー設計や開発業務を担当いただきます。急成長中の自社サービスを支えるためのエンジニアを募集します！
【定番】【マーケター】デジタルマーケティング企業でのSNS広告運用,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~550,000円 / 月 週3日･4日･5日",弊社は複数の事業を開発し運営しているチームです。SNS広告事業、コンテンツマーケティング事業、越境コマース事業を展開しております。【案件概要】クライアントのフロント対応〜SNS広告運用業務業務をご担当いただきます。顧客層はEC｜月間予算規模数百万円〜数千万円
【30代向け！】TypeScript・HRtech企業での新規サービス立ち上げに向けたテックリード業務,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~1,100,000円 / 月 週3日･4日･5日",新規プロダクト開発プロジェクトにご参画いただけるフロントエンドエンジニアを募集しております。勤怠管理機能を中心に、給与計算、労務管理、経費精算、採用管理、ワークフロー等のシリーズ展開をするクラウド型業務支援システムで、機能仕様、ワイヤーに合わせた形で、フロントの設計、実装、レビューなどの業務を行っていただきます。開発のチームメンバーは30代を中心に20代を含め若手を中...
限定公開の仕事,携帯アプリ・モバイル開発,,"300,000円~500,000円 / 固定",(非公開オプションが設定されています。内容は詳細画面で確認できます)
【注目】【Ruby】取引所の強化やカバー取引機能の高度化を進める為のシステムエンジニア業務,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",暗号資産やブロックチェーンにより生まれる「新しい価値交換」、またその次に現れる新しいテクノロジーにより実現される変革を誰もが身近に感じられるように、より良いサービスを創出し続けます。本プロジェクトは取引所の強化やカバー取引機能の高度化を進めるため、人員を募集します。【担当業務】・取引所・カバー取引まわりの設計・開発・テスト・仕様や業務についてドキュメント作成(...
【定番】【PHP】社内CM枠管理システム再構築に向けたPHPエンジニア,携帯アプリ・モバイル開発,Lancers Agent,"500,000円 ~600,000円 / 月 週4日･5日",当社は“暮らしに希望を　家族のように寄りそって”を理念に掲げ、健康食品やサプリメントといった機能性食品の研究開発・製造・販売を手がけております。この度社内システムの再構築に向けたエンジニア様を募集いたします。現在テレビのCM枠を取って自社商品の紹介をしており、社内システムにて出稿するCMの管理を行っております。こちらのシステムの再構築にあたって下記業務をお願い...
【注目】【Angular/Vue】サイバーセキュリティ分野でのSaaS開発に向けたフロントエンド業務,携帯アプリ・モバイル開発,Lancers Agent,"500,000円 ~700,000円 / 月 週4日･5日",サイバーセキュリティ分野のSaaSプロダクトにご参画いただきます。エンジニアの⽅々が安⼼してご⾃⾝のプロダクトを開発出来る、セキュリティ対応に割かれる⼯数が削減される、そんな環境を実現することで社会にインパクトを与えていく事業です。現在はオープンソースのセキュリティのみをテーマにしていますが、将来的にインフラ/NW、OS/MW、コード/ロジックもスコープに⼊れ、潜む脆...
【注目】【Ruby】新規WEBサービス立ち上げにおけるサーバーサイド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"340,000円 ~660,000円 / 月 週2日･3日･4日",弊社はイベント情報比較検索サービスをメインに運営するベンチャー企業です。この度、新規事業の立ち上げにあたりwebサービスの要件定義とプロジェクトマネジメントを担当していただくRubyエンジニアの方を募集いたします。
【定番】【PM/Ruby】飲食業界に特化したBtoBプラットフォームの開発及びマネジメント業務,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~750,000円 / 月 週3日･4日･5日",飲食業界に特化したBtoBプラットフォームを提供。 現在はプラットフォーム内で複数サービスを開発・運営しています。■仕事概要WEBサービスの企画・設計・開発・運用業務やサイトの改善・改修新サービス開発プロジェクトにおける企画・開発・運用業務新サービス開発プロジェクトにおけるUI設計・ワイヤーフレーム作成サービス全般のサーバサイド開発をお任せしたいですが、ご...
【注目】【Java/MQ】官公庁向けシステムリプレース業務,携帯アプリ・モバイル開発,Lancers Agent,"700,000円 ~/ 月 週5日",2021年4月から参画可能な方を今から募集します！業務拠点：フルリモート　　　　　（出社希望の方は、東京または山梨）業務内容：官公庁向けのシステムを一部リプレースします。　　　　　MQで汎用系システムやオープン系システムに電文の　　　　　やり取りをしており、業務を紐解きながら設計をするため、　　　　　MQの知見者を募集しています。　　　　　大容量メッセージの疎通に...
【定番】[Angular]医療領域におけるAIを活用した自社薬歴システム開発,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~800,000円 / 月 週5日",■業務概要新プロダクトのフロントエンドエンジニアとして、プロダクト立ち上げを担当して頂きます。参画頂くタイミングでは、本番リリースに向けたβ版開発や機能拡充、ブラッシュアップ、本格ローンチとプロダクトの成長をエンジニアという立場から担って頂きます。＜具体的な業務＞新プロダクトにおけるサーバーサイド側の実装に特化した業務を担って頂きます。
【注目】【Django】マーケティングプラットフォームのサーバーサイド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"680,000円 ~880,000円 / 月 週4日･5日",当初はコンサルティングサービスから始まりましたが顧客ファーストの姿勢から評価され、拡大してまいりました。メイン事業としては企業のDX支援(MA、CDP、CRMの導入支援)でしたが今後Tech企業として成長するべく自社サービスの開発を始め、次々とサービス開発を行いたいと考え今回エンジニアを募集しております。
【Ruby】医療・介護・育児業界専門の転職サイトにおけるサーバーサイド開発,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~880,000円 / 月 週5日",業界全体における就労人口不足にテコ入れをし、全国の地域福祉インフラを支えていくために、これまで10万人以上の医療福祉業界(介護/看護/保育)に携わる方の支援をしてきました。・ユーザー様（求職者）がより良い職場に巡り合えるように。・転職エージェント様がより多くの求職者様と巡り合えるように。日本最大級の医療・介護・育児業界専門転職支援サービスへと成長させていきます。
【定番】【PHP】自社プロダクトの開発におけるエンジニア業務,携帯アプリ・モバイル開発,Lancers Agent,"500,000円 ~650,000円 / 月 週5日",自社プロダクトをPHPのLaravelで開発しており、今回はその開発業務に携わっていただける方を募集いたします。正社員登用も検討しており、今後正社員での雇用転換をご希望の方、大歓迎です。
【注目】【インフラ】社内のセキュリティエンジニアリング業務,携帯アプリ・モバイル開発,Lancers Agent,"700,000円 ~1,000,000円 / 月 週3日･4日･5日",現状、社内のセキュリティインフラの構築段階でして、今回はセキュリティインフラの立案、設計、実装を担っていただけるエンジニアの方を募集いたします。セキュリティ対策のみならず、要件定義書の作成等もご担当いただきます。
【定番】【Python/Django】自社コーチングサービスにおけるアプリケーションツール開発,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~800,000円 / 月 週4日･5日",今回は、自社が提供するコーチング事業の中でお客様が利用するアプリケーションツール開発、追加機能の導入、運用等をお願いいたします。アプリケーションツール機能の例は下記のとおりです。
【定番】【Apex】コーチング事業におけるSalesforceの運用・開発,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",コーチング事業を展開する企業が今年7月よりSaleforceを導入今後の顧客管理、業務効率化の為の運用と、Apexによる開発業務
【定番】【Javascript】プロモーションサイト、オウンドメディアなどの運用、開発、ディレクション,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~/ 月 週3日･4日･5日",【案件概要】プロモーションサイト、オウンドメディアなどの運用、開発、ディレクションをお願い致します。【業務詳細】・プロモーションサイト、オウンドメディアなどの運用、開発業務・インハウス運用のため、プロジェクトを組んで案件を進めることだけでなく、日々の運用案件（LPの修正レベル）・依頼元の事業部と直接コミュニケーションをとり、ディレクション
【定番】【HTML/CSS】リード獲得を目的としたLP作成コーダー,携帯アプリ・モバイル開発,Lancers Agent,"640,000円 ~800,000円 / 月 週1日･2日",【案件概要】弊社内で発生するHTML/CSSでのコーディング業務をご担当いただきます。【業務詳細】・HTML/CSSによるランディングページ制作
【定番】【Ruby】自社新規サービスにおけるサーバーサイド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"700,000円 ~880,000円 / 月 週5日",人々の創造力やデザイン思考力を定量化するシステムを開発している企業様で今回はその自社新規システムに関するバックエンドの実装業務をです。- 既存サービスにおける新規機能開発、既存機能改修 - 新規サービスの開発 - 技術調査　等
【注目】【Python】運用自動化プラットフォームにおけるサーバーサイド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~/ 月 週4日･5日",DSLでの処理記述や内部でPythonライブラリ使用するためPython記述の対応をお願いします。【案件の魅力】・運用自動化の領域トップを走っている会社に携われる・指示された仕事に従うのではなく、各々が責任者として業務に取り組める役割：PG・SEフェーズ：詳細設計・実装・テスト
【定番】【PHP】Webアプリケーション開発のサーバーサイドエンジニア,携帯アプリ・モバイル開発,Lancers Agent,"480,000円 ~/ 月 週5日",【案件概要】当社のクライアント企業での、Webアプリケーションのサーバーサイド開発をお願い致します。【業務詳細】詳細は面談時にお伝えさせて頂きます。【その他情報】・PC：貸与・OS：指定なし・開発スタイル：案件によって違いあり・コミュニケーションツール：slack
【注目】【Python】運用自動化プラットフォームにおけるサーバーサイド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~/ 月 週4日･5日",DSLでの処理記述や内部でPythonライブラリ使用するためPython記述の対応をお願いします。【案件の魅力】・運用自動化の領域トップを走っている会社に携われる・指示された仕事に従うのではなく、各々が責任者として業務に取り組める役割：PG・SEフェーズ：詳細設計・実装・テスト
【定番】【PHP/Java】運用広告の統合管理システムの開発保守,携帯アプリ・モバイル開発,Lancers Agent,"600,000円 ~800,000円 / 月 週5日","<業務内容>運用型広告の運用管理における「進捗管理」「レポート」に特化した機能を搭載した管理ツールの開発保守をお願いします。・Webサーバーサイド：PHP, Zend Framework、Java、Spring boot・Webフロントエンド：jQuery, knockout,js"
【Ruby】ヘルスケアサービスにおけるサーバーサイド開発業務,携帯アプリ・モバイル開発,Lancers Agent,"700,000円 ~800,000円 / 月 週5日",弊社が運営するヘルスケアサービスのサーバーサイド開発をご担当いただきます。【具体的な業務内容】・既存サービスの規機能開発（ユーザビリティ向上、スケーラビリティ改善等）・新サービスの企画開発
【注目】Salesforce運用保守,携帯アプリ・モバイル開発,Lancers Agent,"800,000円 ~1,300,000円 / 月 週3日･4日･5日",案件は弊社がプライムで提案している案件になります。SFA・CRM・販売管理・契約管理業務に対するSalesforce導入。【募集役割】・基本設計、製造(画面からの設定、プログラミング)、テスト【PRポイント】・フルリモート勤務可能。・保守作業のため業務の調整がしやすく安定した稼働で働くことが可能。・Salesforceに関わるスキルを活かすことができます。
【PMO】AIソフトウェア開発におけるPMO業務,携帯アプリ・モバイル開発,Lancers Agent,"700,000円 ~800,000円 / 月 週5日",【案件概要】弊社が開発しているAIソフトウェアにおけるPMO業務をご担当いただきます・スケジュール管理(Wrikeを使った状況整理、メンバーとの情報共有)・MTGの議事録作成・レビュー記録などの文章管理業務
【注目】【PM】業界最大級のワンストップリノベーション事業のプロダクトマネージャー案件,携帯アプリ・モバイル開発,Lancers Agent,"1,000,000円 ~1,400,000円 / 月 週5日",現在、プロダクトの企画開発を加速すべく、プロダクトマネージャーの外部要員を募集しております。業界最大級のワンストップリノベーション事業の施工工程における、プロダクト（ITサービス）の企画・UXの設計・仮説検証・プロジェクト管理のリードをお任せします。
【定番】【Javascript】自社サービス開発におけるフロントエンドエンジニア,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~780,000円 / 月 週5日","【案件概要】自社サービス開発全般（主にフロントエンド開発）業務を依頼します。・クライアントが利用する提供機能の開発・コンシェルジュが操作する業務機能の開発・管理者が操作する管理機能の開発<開発環境>・プログラミング言語: JavaScript, Golang・Webアプリケーションフレームワーク: Nuxt.js(Vue.js), Echo(Golang)..."
【定番】自社サービス開発におけるサーバーサイドエンドエンジニア,携帯アプリ・モバイル開発,Lancers Agent,"400,000円 ~780,000円 / 月 週5日","【案件概要】自社サービス開発全般（主にバックエンド開発）業務を依頼します。・クライアントが利用する提供機能の開発・コンシェルジュが操作する業務機能の開発・管理者が操作する管理機能の開発<開発環境>・プログラミング言語: JavaScript, Golang・Webアプリケーションフレームワーク: Nuxt.js(Vue.js), Echo(Golang)..."
